Priority,AssignedToID,ProjectCode,SubCategory,HoursEstimate,HoursActual
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,2.5,3.0
5,65,PC9,Enhancement,20.0,17.5
5,65,PC9,Enhancement,3.0,4.5
1,26,PC9,Bug,2.0,2.0
3,26,PC4,Enhancement,2.0,2.0
3,42,PC2,Support,7.0,7.0
1,13,PC2,Support,2.0,2.5
1,13,PC9,Training,3.0,1.0
3,42,PC4,Enhancement,0.5,0.5
3,42,PC4,Enhancement,0.75,0.75
5,65,PC9,Enhancement,7.0,11.0
1,54,PC9,Enhancement,21.0,21.0
1,13,PC2,Support,0.25,0.25
5,65,PC9,Bug,1.0,1.0
1,26,PC4,Bug,0.5,0.5
1,26,PC4,Enhancement,5.0,2.0
5,65,PC9,Bug,1.5,1.5
6,24,PC2,Enhancement,21.0,15.5
1,58,PC9,Bug,1.0,0.55
5,65,PC9,Bug,1.5,1.5
1,13,PC2,Support,3.5,2.5
3,26,PC4,Business Specification,1.0,4.5
1,58,PC4,Support,1.0,0.5
1,58,PC9,Enhancement,7.0,3.0
2,24,PC2,Enhancement,14.0,5.5
3,42,PC2,Support,7.0,7.0
3,42,PC4,Support,1.0,1.25
4,54,PC2,Bug,1.0,0.1
3,42,PC4,Support,1.0,1.25
1,58,PC9,Release,7.0,4.75
3,42,PC4,Testing,3.0,2.5
3,42,PC9,Enhancement,14.0,6.0
3,42,PC2,Support,7.0,7.0
1,43,PC2,Bug,14.0,6.75
5,65,PC9,Enhancement,3.0,12.5
3,54,PC7,Bug,14.0,3.0
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Bug,3.5,3.0
6,24,PC2,Enhancement,48.0,30.0
5,65,PC9,Release,28.0,2.0
1,54,PC4,Testing,30.0,4.5
1,43,PC14,Enhancement,14.0,27.0
5,65,PC9,Enhancement,21.0,29.5
1,54,PC9,Bug,30.0,3.0
5,65,PC4,Testing,10.0,8.5
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Enhancement,4.0,2.5
3,42,PC9,Enhancement,3.0,2.5
2,54,PC9,Testing,30.0,28.25
5,65,PC9,Enhancement,1.5,1.5
3,42,PC2,Support,7.0,7.0
5,65,PC9,Bug,0.5,0.5
1,13,PC2,Release,7.0,9.0
5,65,PC9,Bug,0.5,0.5
1,13,PC9,Enhancement,50.0,342.58
3,42,PC4,Support,2.0,3.0
3,42,PC18,Training,3.0,2.5
3,42,PC4,Support,0.75,0.75
5,65,PC4,Release,7.0,2.0
5,65,PC9,Bug,1.0,1.0
5,42,PC4,Bug,3.5,3.5
3,26,PC16,Bug,3.0,1.0
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,2.0,2.0
5,65,PC11,Enhancement,50.0,18.25
3,42,PC4,Bug,2.5,1.5
1,13,PC4,Release,0.5,0.33
3,26,PC16,Bug,3.0,2.5
3,42,PC4,Bug,7.0,6.5
3,42,PC2,Support,7.0,7.0
3,42,PC2,Support,7.0,7.0
1,13,PC2,Release,7.0,4.75
4,42,PC9,Bug,1.5,2.0
3,42,PC4,Enhancement,2.0,2.0
3,42,PC4,Bug,1.5,1.5
4,42,PC9,Bug,0.5,0.5
1,13,PC4,Release,0.5,0.5
5,65,PC11,Enhancement,100.0,5.0
5,65,PC9,Bug,0.5,0.5
4,42,PC4,Support,0.5,0.5
5,65,PC9,Bug,3.0,4.0
1,13,PC4,Testing,0.75,0.75
3,42,PC2,Support,7.0,7.0
1,13,PC4,Support,0.25,0.25
3,42,PC4,Enhancement,7.0,7.0
5,65,PC9,Enhancement,70.0,39.25
1,26,PC4,Enhancement,7.0,11.0
3,42,PC4,Enhancement,3.5,3.5
5,65,PC4,Enhancement,1.0,1.0
5,65,PC9,Bug,3.0,2.0
2,42,PC4,Bug,0.5,0.5
1,13,PC2,Release,7.0,5.0
3,42,PC2,Support,7.0,7.0
1,13,PC4,Support,0.5,0.5
3,42,PC4,Bug,2.0,2.5
1,43,PC14,Enhancement,3.0,9.0
3,42,PC4,Support,0.5,0.5
1,58,PC9,Support,7.0,13.0
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,3.0,3.0
1,58,PC9,Support,3.0,1.75
5,65,PC9,Bug,5.0,5.0
1,13,PC4,Release,0.25,0.25
1,54,PC9,Enhancement,7.0,3.0
1,54,PC9,Enhancement,7.0,3.6
3,42,PC2,Support,7.0,7.0
1,58,PC2,Support,0.5,0.4
1,13,PC4,Release,0.25,0.25
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,2.0,1.5
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,1.0,6.5
1,13,PC4,Support,0.33,0.33
5,65,PC9,Enhancement,2.5,4.5
1,58,PC9,Enhancement,7.0,7.4
1,58,PC8,Enhancement,2.0,1.9
5,65,PC9,Bug,2.0,2.5
1,13,PC9,Enhancement,21.0,1.5
1,58,PC9,Bug,4.0,2.78
1,58,PC9,Enhancement,4.0,3.45
1,54,PC9,Enhancement,7.0,10.5
1,58,PC9,Release,3.0,3.4
5,65,PC9,Enhancement,2.0,2.0
5,65,PC11,Enhancement,50.0,37.5
1,13,PC4,Release,0.25,0.25
1,54,PC9,Enhancement,1.0,0.25
3,42,PC2,Support,7.0,7.0
1,58,PC9,Enhancement,14.0,1.5
2,26,PC8,Enhancement,2.5,2.0
1,26,PC4,Support,1.0,1.0
5,65,PC4,Bug,1.0,1.0
5,65,PC11,Enhancement,1.0,1.0
1,13,PC4,Bug,3.0,3.0
1,13,PC4,Testing,7.0,4.15
1,54,PC9,Enhancement,1.0,1.0
3,42,PC4,Bug,1.5,1.5
2,42,PC4,Support,2.0,2.0
1,13,PC4,Testing,0.1,0.1
1,13,PC4,Bug,2.0,2.0
1,13,PC4,Release,4.0,3.5
5,65,PC11,Enhancement,20.0,8.5
1,13,PC4,Support,0.5,0.5
3,42,PC4,Bug,2.0,1.5
3,42,PC4,Enhancement,2.0,2.0
2,42,PC4,Enhancement,2.0,1.75
3,42,PC4,Enhancement,1.0,1.0
1,26,PC4,Enhancement,2.0,2.5
1,13,PC4,Bug,0.25,0.5
1,13,PC4,Bug,1.0,0.5
1,42,PC4,Bug,2.0,0.75
1,13,PC4,Testing,2.0,2.0
3,42,PC2,Support,7.0,7.0
1,13,PC4,Release,3.5,4.0
5,65,PC11,Enhancement,20.0,3.0
1,13,PC4,Bug,7.0,6.5
1,13,PC4,Bug,1.0,0.5
1,13,PC4,Release,7.0,5.75
1,54,PC9,Enhancement,0.25,0.25
4,65,PC11,Enhancement,21.0,15.0
1,13,PC2,Support,0.5,0.5
3,42,PC4,Bug,6.0,6.5
3,42,PC4,Testing,1.0,1.0
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Bug,1.0,1.0
1,13,PC4,Release,0.5,0.5
1,54,PC9,Enhancement,0.5,0.25
1,54,PC9,Enhancement,5.0,1.0
1,54,PC9,Bug,2.0,0.5
1,54,PC9,Enhancement,3.0,1.5
1,54,PC9,Enhancement,2.0,2.0
5,65,PC9,Bug,0.5,1.0
1,13,PC4,Bug,0.5,0.5
1,13,PC4,Technical Specification,3.0,1.5
5,65,PC9,Bug,3.0,3.0
1,13,PC4,Business Specification,1.0,1.0
1,54,PC9,Enhancement,4.0,0.25
1,13,PC4,Testing,1.0,1.25
5,65,PC9,Bug,2.5,2.5
1,54,PC9,Enhancement,7.0,7.5
1,13,PC4,Bug,0.25,0.25
4,42,PC2,Support,7.0,7.0
1,13,PC4,Enhancement,2.5,2.0
1,42,PC4,Enhancement,7.0,7.0
1,42,PC4,Enhancement,2.0,2.0
1,13,PC4,Enhancement,7.0,8.0
1,13,PC4,Enhancement,3.5,3.5
1,42,PC4,Enhancement,7.0,7.67
1,13,PC4,Testing,7.0,8.0
1,13,PC4,Release,0.25,0.25
1,58,PC4,Testing,4.0,2.49
1,13,PC4,Release,0.25,0.25
3,42,PC4,Bug,3.0,3.0
3,42,PC4,Support,1.0,1.25
1,13,PC4,Support,0.25,0.25
1,13,PC7,Support,1.5,1.25
3,42,PC2,Support,7.0,7.0
2,24,PC14,Training,49.0,2.0
1,13,PC4,Training,2.0,1.75
1,13,PC4,Support,1.0,0.5
1,13,PC9,Enhancement,1.5,1.75
5,65,PC4,Support,5.0,3.5
2,54,PC9,Enhancement,3.0,2.0
1,54,PC9,Testing,7.0,8.0
1,13,PC4,Release,0.5,0.25
2,24,PC2,Enhancement,49.0,14.0
1,13,PC4,Release,0.25,0.25
1,13,PC4,Support,0.25,0.25
3,42,PC2,Support,7.0,7.0
1,13,PC4,Support,2.0,4.0
5,65,PC4,Enhancement,1.5,1.5
1,54,PC9,Bug,14.0,12.0
1,24,PC2,Bug,8.0,7.5
5,65,PC9,Bug,1.0,1.0
3,42,PC2,Support,7.0,7.0
5,65,PC9,Enhancement,1.5,1.5
1,54,PC9,Testing,7.0,11.5
1,13,PC4,Enhancement,2.0,1.5
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Enhancement,1.5,1.0
5,65,PC11,Enhancement,4.0,3.0
1,13,PC9,Enhancement,35.0,169.17
1,58,PC2,Support,0.75,0.6
1,54,PC9,Enhancement,7.0,1.5
5,65,PC9,Bug,0.5,0.5
1,54,PC9,Enhancement,14.0,14.0
3,54,PC9,Bug,7.0,4.0
5,65,PC11,Bug,1.0,1.0
5,65,PC11,Enhancement,2.5,0.75
5,65,PC11,Bug,1.0,1.0
5,65,PC9,Enhancement,10.0,3.0
7,65,PC11,Bug,1.0,1.0
6,54,PC9,Enhancement,14.0,2.5
3,42,PC2,Support,7.0,7.0
5,65,PC9,Enhancement,12.0,12.5
1,13,PC7,Support,1.0,1.0
2,24,PC2,Enhancement,49.0,6.0
5,65,PC11,Bug,1.5,0.5
5,65,PC11,Bug,1.0,1.0
1,54,PC9,Bug,14.0,2.25
2,54,PC9,Enhancement,7.0,0.5
1,54,PC9,Bug,7.0,4.0
5,65,PC9,Bug,0.5,0.5
1,58,PC9,Enhancement,2.5,0.65
1,58,PC9,Research,1.0,1.2
1,54,PC9,Bug,3.0,0.75
4,54,PC9,Enhancement,3.0,1.25
5,65,PC9,Bug,1.5,1.0
5,65,PC9,Bug,0.5,0.5
1,54,PC9,Bug,7.0,3.0
5,65,PC9,Enhancement,0.5,0.5
1,13,PC4,Bug,0.5,0.25
5,65,PC9,Bug,5.0,1.5
1,58,PC2,Support,0.5,0.5
3,42,PC2,Support,7.0,7.0
1,13,PC4,Enhancement,1.0,1.0
1,54,PC9,Bug,7.0,3.25
1,13,PC4,Support,0.5,0.5
1,13,PC4,Release,7.0,4.0
1,13,PC4,Support,0.25,0.25
1,13,PC4,Support,0.25,0.33
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Enhancement,5.0,5.5
1,54,PC9,Bug,7.0,2.0
5,65,PC9,Bug,5.0,1.5
1,13,PC7,Support,1.0,0.5
5,65,PC9,Bug,4.0,3.0
3,54,PC9,Enhancement,7.0,9.0
1,13,PC7,Support,0.25,0.25
1,13,PC4,Support,0.25,0.25
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,10.0,13.75
3,42,PC2,Support,7.0,7.0
5,65,PC4,Bug,0.75,0.75
1,13,PC2,Technical Specification,1.0,1.0
1,58,PC9,Enhancement,0.5,0.5
5,65,PC9,Bug,2.0,1.5
1,58,PC8,Enhancement,1.0,0.75
3,42,PC4,Bug,1.5,1.5
5,65,PC9,Enhancement,10.0,10.0
5,65,PC9,Bug,0.5,1.5
1,13,PC4,Enhancement,0.33,0.33
2,54,PC9,Enhancement,35.0,30.0
3,42,PC4,Support,0.5,0.5
5,65,PC9,Bug,7.0,4.0
5,65,PC9,Enhancement,10.0,2.5
3,65,PC11,Enhancement,5.0,8.25
1,13,PC4,Support,0.25,0.25
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,1.0,1.0
3,42,PC2,Support,7.0,7.0
5,65,PC9,Enhancement,4.0,1.0
5,65,PC9,Enhancement,14.0,9.0
5,65,PC9,Enhancement,14.0,2.0
5,65,PC9,Bug,2.5,1.0
1,58,PC9,Enhancement,14.0,13.35
1,13,PC7,Support,0.5,0.25
5,65,PC9,Bug,3.0,3.0
5,65,PC9,Bug,2.0,2.0
3,42,PC18,Support,1.5,1.75
3,54,PC9,Enhancement,50.0,129.45
3,42,PC4,Support,0.4,0.4
5,65,PC11,Bug,7.0,2.25
1,58,PC9,Bug,7.0,0.75
5,65,PC11,Documentation,7.0,4.0
3,42,PC2,Support,7.0,7.0
1,58,PC9,Bug,5.0,1.45
5,65,PC9,Bug,1.0,1.0
5,65,PC11,Enhancement,5.0,5.25
5,65,PC11,Enhancement,1.0,1.0
5,65,PC11,Enhancement,2.0,1.0
5,65,PC9,Enhancement,21.0,6.5
5,65,PC9,Enhancement,7.0,9.0
1,58,PC9,Enhancement,7.0,5.0
5,65,PC11,Enhancement,14.0,2.5
1,58,PC9,Bug,2.0,1.4
5,65,PC9,Bug,1.0,1.0
1,42,PC4,Bug,2.5,2.5
1,13,PC4,Bug,0.5,0.5
1,13,PC4,Bug,1.0,0.75
5,65,PC9,Enhancement,2.5,2.25
5,65,PC11,Enhancement,3.0,2.5
5,65,PC4,Bug,4.0,3.5
1,58,PC4,Support,1.0,0.75
1,54,PC9,Bug,50.0,0.62
6,65,PC9,Bug,2.0,1.5
5,65,PC9,Bug,1.0,0.75
5,65,PC11,Bug,14.0,8.5
3,58,PC9,Enhancement,7.0,5.4
5,65,PC11,Bug,1.5,1.5
5,65,PC11,Bug,1.0,1.0
5,65,PC11,Bug,2.0,2.0
5,65,PC11,Bug,0.5,0.5
5,65,PC11,Bug,0.25,0.25
5,65,PC11,Bug,0.5,0.5
5,65,PC9,Bug,2.0,3.0
1,58,PC9,Release,7.0,36.55
2,65,PC11,Enhancement,5.0,7.75
1,65,PC11,Bug,0.25,0.25
3,65,PC11,Enhancement,1.0,1.0
5,65,PC11,Bug,2.0,1.0
5,13,PC4,Support,2.5,2.5
5,65,PC9,Bug,7.0,7.0
1,65,PC11,Bug,0.25,0.25
5,65,PC11,Bug,0.25,0.25
5,65,PC11,Bug,0.25,0.25
5,65,PC11,Bug,0.5,0.5
5,65,PC11,Bug,0.5,0.25
5,65,PC11,Bug,2.5,2.75
5,65,PC11,Bug,2.0,2.0
1,13,PC2,Support,35.0,31.0
5,65,PC9,Enhancement,0.75,0.75
5,65,PC9,Enhancement,0.25,0.25
5,65,PC9,Bug,1.0,0.5
5,65,PC9,Enhancement,0.25,0.25
1,13,PC11,Release,0.5,0.75
5,65,PC11,Enhancement,1.5,0.5
1,13,PC9,Enhancement,5.0,7.5
1,13,PC4,Release,2.0,2.5
5,65,PC11,Enhancement,1.0,1.0
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,3.0,2.25
5,65,PC11,Bug,3.5,3.5
5,65,PC11,Bug,0.5,0.5
5,65,PC11,Bug,0.5,0.5
5,65,PC11,Enhancement,0.25,0.25
5,65,PC11,Research,1.0,1.0
5,65,PC9,Enhancement,7.0,7.0
1,13,PC4,Support,2.0,1.5
5,65,PC9,Bug,4.0,4.0
1,13,PC2,Bug,0.5,0.5
5,65,PC11,Enhancement,0.5,0.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,10.0,3.0
5,65,PC11,Business Specification,1.0,0.5
1,13,PC4,Support,0.5,0.5
5,65,PC11,Enhancement,1.0,1.25
5,65,PC9,Enhancement,6.0,12.0
1,54,PC9,Testing,14.0,26.9
5,65,PC11,Enhancement,2.0,2.0
3,42,PC9,Enhancement,35.0,48.25
5,65,PC11,Enhancement,14.0,11.5
5,65,PC9,Research,5.0,4.5
1,54,PC9,Testing,28.0,32.24
1,13,PC4,Support,2.5,2.5
1,13,PC9,Enhancement,1.0,5.75
5,24,PC9,Enhancement,2.0,1.0
1,42,PC4,Support,1.0,1.0
1,13,PC4,Bug,2.0,1.5
1,24,PC2,Bug,21.0,7.0
2,42,PC9,Enhancement,5.0,6.0
5,65,PC11,Bug,3.0,3.5
1,58,PC9,Bug,1.0,0.9
1,13,PC7,Support,3.0,2.75
5,65,PC11,Bug,0.5,0.5
5,65,PC9,Bug,1.0,1.0
5,65,PC11,Bug,1.0,1.0
5,65,PC11,Enhancement,2.5,2.0
5,65,PC9,Bug,1.5,1.0
1,54,PC9,Bug,35.0,3.26
1,54,PC9,Bug,1.0,0.25
5,65,PC9,Bug,2.5,2.5
2,65,PC9,Enhancement,35.0,1.75
5,65,PC9,Bug,1.0,0.75
5,65,PC9,Bug,1.0,1.0
1,54,PC9,Enhancement,1.0,0.5
5,65,PC9,Bug,0.5,0.5
1,13,PC7,Support,0.33,0.33
5,65,PC4,Bug,0.75,0.75
5,65,PC9,Bug,3.0,1.5
5,65,PC11,Enhancement,3.0,2.25
3,42,PC18,Training,1.0,1.0
3,42,PC9,Bug,7.0,12.25
2,54,PC9,Enhancement,20.0,23.5
1,13,PC4,Enhancement,0.5,0.5
4,42,PC9,Enhancement,5.0,8.5
1,13,PC4,Support,0.25,0.25
1,13,PC4,Support,3.0,5.75
5,65,PC9,Bug,2.0,5.0
5,65,PC9,Enhancement,0.5,0.5
5,65,PC9,Bug,1.0,1.0
3,42,PC9,Enhancement,21.0,19.0
5,65,PC9,Bug,0.75,0.75
5,65,PC11,Bug,1.0,1.0
5,65,PC9,Bug,3.0,1.5
5,65,PC9,Enhancement,10.0,4.0
1,13,PC4,Support,3.0,2.25
5,65,PC9,Bug,3.0,9.75
5,65,PC9,Bug,3.0,1.75
3,42,PC9,Bug,7.0,6.0
2,54,PC9,Enhancement,30.0,18.5
3,65,PC9,Bug,0.5,0.5
3,58,PC9,Bug,1.0,0.24
2,24,PC2,Enhancement,49.0,2.5
5,65,PC9,Bug,1.0,1.0
1,58,PC9,Enhancement,1.0,0.8
2,58,PC9,Enhancement,1.0,23.52
5,65,PC9,Bug,2.0,2.0
5,65,PC9,Enhancement,2.0,1.5
5,65,PC9,Enhancement,3.0,4.0
2,24,PC2,Enhancement,49.0,30.0
5,65,PC9,Enhancement,3.0,2.5
5,65,PC9,Enhancement,3.0,2.0
1,13,PC4,Support,0.5,0.25
3,42,PC2,Enhancement,14.0,12.5
5,65,PC8,Bug,4.0,3.5
5,65,PC9,Enhancement,1.5,1.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,3.0,1.5
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Enhancement,4.0,4.0
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,2.0,2.0
1,13,PC4,Bug,1.0,1.0
3,58,PC9,Enhancement,1.5,1.38
5,65,PC11,Enhancement,3.0,3.0
1,58,PC9,Documentation,35.0,55.52
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,1.0,1.0
5,65,PC11,Release,14.0,4.5
3,42,PC9,Enhancement,35.0,4.0
1,24,PC2,Enhancement,14.0,7.0
5,65,PC11,Enhancement,2.0,2.0
5,65,PC9,Enhancement,1.0,1.0
5,65,PC11,Enhancement,5.0,7.0
5,65,PC9,Enhancement,35.0,4.75
1,54,PC9,Bug,100.0,8.0
1,54,PC9,Bug,20.0,5.0
5,65,PC9,Enhancement,5.0,5.0
5,65,PC11,Bug,1.0,1.0
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Enhancement,50.0,27.75
5,65,PC9,Bug,1.0,1.0
5,65,PC11,Enhancement,2.0,0.5
3,24,PC2,Business Specification,8.0,9.0
5,65,PC9,Bug,3.0,3.0
5,65,PC9,Bug,7.0,4.5
1,54,PC9,Enhancement,150.0,45.5
5,65,PC9,Bug,3.0,3.0
1,58,PC8,Enhancement,7.0,11.55
5,65,PC9,Bug,2.0,2.0
5,65,PC9,Enhancement,2.0,2.0
1,58,PC9,Release,7.0,8.0
1,58,PC9,Testing,7.0,6.45
5,65,PC9,Enhancement,21.0,19.0
1,43,PC14,Bug,1.0,7.0
4,24,PC4,Support,5.0,2.0
1,43,PC14,Enhancement,70.0,76.25
1,13,PC9,Bug,1.5,1.5
2,54,PC9,Enhancement,50.0,28.5
5,65,PC9,Enhancement,35.0,1.0
5,65,PC9,Enhancement,40.0,40.0
1,54,PC18,Enhancement,100.0,28.4
1,54,PC18,Enhancement,50.0,11.0
6,24,PC2,Enhancement,63.0,28.5
5,65,PC9,Bug,7.0,2.0
1,54,PC18,Enhancement,50.0,88.5
5,65,PC9,Enhancement,2.0,1.0
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Bug,2.0,2.0
5,65,PC9,Enhancement,35.0,8.5
5,65,PC9,Enhancement,70.0,65.5
4,43,PC14,Enhancement,7.0,16.5
1,13,PC4,Support,0.25,0.25
5,65,PC9,Enhancement,100.0,17.5
1,13,PC2,Support,7.0,8.5
5,65,PC11,Enhancement,200.0,16.75
1,13,PC7,Bug,2.0,3.5
1,13,PC4,Support,2.0,3.5
1,24,PC7,Enhancement,49.0,7.0
1,13,PC4,Support,3.0,3.0
5,65,PC9,Enhancement,20.0,1.5
5,65,PC9,Enhancement,7.0,5.0
3,42,PC18,Support,1.0,1.0
5,65,PC9,Bug,2.0,1.0
1,58,PC9,Enhancement,35.0,9.95
5,65,PC9,Enhancement,14.0,3.5
5,65,PC9,Enhancement,7.0,5.5
5,65,PC9,Bug,3.0,4.0
1,13,PC18,Enhancement,28.0,2.5
1,13,PC9,Enhancement,35.0,175.75
1,13,PC11,Enhancement,35.0,4.75
5,65,PC9,Release,7.0,2.0
1,13,PC9,Enhancement,1.5,1.5
5,24,PC16,Support,7.0,5.0
5,65,PC9,Bug,5.0,6.0
5,65,PC9,Bug,2.0,0.5
1,13,PC2,Support,2.0,2.0
1,13,PC2,Support,2.0,2.75
5,65,PC9,Training,21.0,12.0
5,65,PC9,Release,7.0,1.0
1,13,PC2,Support,2.0,2.0
1,13,PC2,Enhancement,7.0,4.25
1,54,PC9,Enhancement,20.0,9.5
1,13,PC2,Enhancement,7.0,2.5
1,13,PC2,Enhancement,0.5,1.5
1,13,PC2,Support,1.0,1.0
5,65,PC9,Enhancement,40.0,7.0
5,65,PC9,Enhancement,21.0,16.0
1,13,PC2,Support,2.0,2.0
5,65,PC18,Business Specification,2.0,2.0
1,53,PC14,Enhancement,100.0,35.0
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,5.0,8.5
1,13,PC2,Support,2.0,2.0
5,65,PC9,Bug,5.0,5.0
5,65,PC9,Enhancement,4.0,4.0
5,65,PC9,Enhancement,7.0,5.25
1,13,PC2,Support,3.5,5.5
1,58,PC2,Support,1.4,1.02
1,13,PC7,Support,3.0,4.0
5,65,PC9,Enhancement,7.0,11.5
5,65,PC9,Bug,4.0,2.0
1,13,PC7,Support,0.25,0.25
5,53,PC14,Training,100.0,126.5
5,65,PC9,Enhancement,10.0,6.5
5,65,PC9,Enhancement,14.0,32.5
5,65,PC9,Enhancement,1.0,2.5
1,58,PC9,Enhancement,35.0,18.73
5,65,PC9,Bug,1.0,1.0
1,13,PC2,Support,2.0,1.75
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,1.0,2.5
5,65,PC9,Enhancement,2.0,1.0
1,58,PC2,Support,0.5,0.27
1,13,PC2,Support,1.0,1.0
10,24,PC18,Enhancement,49.0,26.5
5,65,PC18,Enhancement,7.0,8.0
5,65,PC9,Enhancement,7.0,5.5
5,65,PC9,Bug,3.0,3.0
5,65,PC9,Enhancement,7.0,2.5
5,65,PC9,Enhancement,2.0,2.0
1,58,PC2,Support,0.5,0.32
1,13,PC7,Support,0.5,0.25
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Release,7.0,1.0
1,13,PC7,Bug,2.0,2.0
5,65,PC11,Enhancement,1.0,0.5
5,65,PC11,Documentation,35.0,9.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Enhancement,4.0,3.0
5,65,PC18,Support,2.5,2.5
1,24,PC14,Enhancement,21.0,15.0
5,65,PC9,Bug,1.0,1.0
1,13,PC2,Support,0.25,0.25
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Enhancement,1.0,1.0
1,58,PC11,Support,1.0,0.75
1,54,PC18,Enhancement,14.0,12.5
1,13,PC9,Enhancement,35.0,35.75
1,58,PC9,Enhancement,7.0,7.6
1,54,PC1,Enhancement,35.0,22.25
3,42,PC18,Enhancement,14.0,13.25
5,65,PC9,Enhancement,7.0,1.0
1,13,PC7,Support,0.25,0.25
1,58,PC9,Enhancement,7.0,8.86
1,58,PC9,Enhancement,7.0,5.34
1,58,PC9,Enhancement,35.0,39.55
1,58,PC9,Enhancement,35.0,33.67
1,54,PC1,Enhancement,14.0,9.0
1,54,PC1,Enhancement,28.0,7.0
1,54,PC1,Enhancement,14.0,27.5
1,58,PC9,Enhancement,35.0,129.97
5,13,PC13,Enhancement,10.0,2.75
1,54,PC1,Documentation,49.0,2.0
1,13,PC7,Support,0.25,0.25
1,54,PC1,Enhancement,100.0,120.4
1,54,PC18,Enhancement,1.0,0.5
1,54,PC18,Training,200.0,3.5
1,54,PC1,Enhancement,21.0,28.0
1,54,PC1,Enhancement,21.0,44.5
1,54,PC1,Enhancement,14.0,4.0
1,54,PC1,Enhancement,14.0,5.25
1,54,PC1,Enhancement,21.0,11.5
1,54,PC1,Enhancement,7.0,2.6
1,54,PC1,Enhancement,21.0,5.25
1,54,PC1,Enhancement,21.5,15.4
1,54,PC1,Enhancement,28.0,26.5
1,13,PC13,Enhancement,35.0,89.75
1,13,PC7,Support,1.25,1.0
1,54,PC1,Enhancement,28.0,10.0
3,42,PC18,Business Specification,3.0,3.0
1,54,PC1,Enhancement,7.0,8.0
2,42,PC18,Business Specification,3.5,3.5
1,54,PC1,Enhancement,14.0,11.0
1,58,PC9,Enhancement,35.0,54.59
1,54,PC1,Enhancement,2.0,7.0
1,54,PC1,Enhancement,21.0,5.0
1,13,PC2,Support,1.75,1.75
1,54,PC1,Enhancement,26.0,6.0
1,54,PC1,Testing,80.0,55.3
1,54,PC1,Enhancement,7.0,7.0
1,54,PC1,Enhancement,30.0,28.0
3,42,PC18,Enhancement,14.0,13.0
3,42,PC18,Training,70.0,85.75
1,13,PC13,Release,7.0,11.75
1,13,PC13,Enhancement,50.0,110.75
1,13,PC13,Enhancement,2.0,2.0
1,58,PC8,Enhancement,70.0,3.22
1,54,PC1,Enhancement,2.0,2.0
1,13,PC2,Support,2.0,1.25
1,13,PC13,Support,0.5,0.5
1,54,PC1,Enhancement,40.0,2.0
3,54,PC1,Enhancement,2.0,0.5
4,54,PC1,Enhancement,14.0,1.6
1,54,PC1,Enhancement,4.0,2.6
1,54,PC1,Enhancement,28.0,2.0
1,13,PC2,Support,1.75,1.75
1,58,PC9,Enhancement,70.0,53.78
1,54,PC1,Enhancement,50.0,3.0
3,42,PC18,Enhancement,14.0,55.0
1,54,PC18,Training,20.0,6.0
1,54,PC1,Training,100.0,41.5
1,13,PC2,Support,3.0,2.25
1,13,PC7,Support,1.0,1.25
1,13,PC18,Testing,2.5,2.5
1,13,PC2,Support,1.5,1.5
1,13,PC13,Enhancement,50.0,200.83
1,13,PC7,Support,0.5,0.5
1,58,PC18,Research,2.0,0.88
1,13,PC2,Support,1.0,1.0
1,54,PC1,Bug,7.0,0.84
1,54,PC1,Bug,14.0,0.93
1,13,PC7,Support,1.0,1.0
1,13,PC2,Support,2.0,3.5
3,42,PC18,Training,28.0,13.0
1,58,PC6,Enhancement,21.0,41.73
3,42,PC6,Documentation,14.0,13.5
1,54,PC1,Enhancement,14.0,7.5
3,42,PC18,Enhancement,14.0,5.5
1,54,PC1,Bug,2.0,1.0
1,58,PC8,Enhancement,35.0,3.23
1,54,PC2,Research,7.0,5.5
